taskName,program,nlDescription
ce22a75a.json,(lambda (to_original_grid_overlay (wrap_block (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) blue) blue true) true)),change every gray square and the 9 squares that go all around it into blue. change the gray blocks to blue and the squares that go around it to turn it into a blue block of 9.
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 $1 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 $0 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean false)) (lambda (lambda (color_logical $0 $1 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean false)) (lambda (lambda (color_logical $1 $0 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (grid_to_block $0))) (lambda (lambda (color_logical $0 $1 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (grid_to_block $0))) (lambda (lambda (color_logical $1 $0 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 (color_logical $0 $1 green lxor) green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 (color_logical $1 $0 green lxor) green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (move (grid_to_block $0) 1 south false))) (lambda (lambda (color_logical $0 $1 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (move (grid_to_block $0) 1 south false))) (lambda (lambda (color_logical $1 $0 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical (color_logical $0 $0 green lor) $1 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical (color_logical $0 $1 green lor) $0 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical (color_logical $0 $1 green lor) $1 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical (color_logical $1 $0 green lor) $0 green lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 $1 (color_logical $0 $1 green lor) lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 $1 (color_logical $1 $0 green lor) lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 $0 (color_logical $0 $1 green lor) lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
ce4f8723.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 $0 (color_logical $1 $0 green lor) lor))))),"consider the long input as two sections as 4x4 grids, consider that the two sections as one. then the leave that black spaces as black then point the colored blocks as green."
d037b0a7.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_towards_until $0 south (lambda (touches_boundary (tile_to_block $0) south))))) false true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_towards_until_edge $0 south))) false false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_towards_until_edge $0 south))) false true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_towards_until_edge $0 south))) true false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_towards_until_edge $0 south))) true true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 2) false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 2) true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 3) false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 3) true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 4) false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 4) true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (blocks_to_original_grid (map_tiles (filter_tiles (find_tiles_by_black_b $0) (lambda true)) (lambda (extend_towards_until_edge $0 south))) false false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 5) false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 6) false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 7) false)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 5) true)),wherever you see a color other than black make squares below that color the same color down to the border.
d037b0a7.json,(lambda (to_original_grid_overlay (duplicate (remove_black_b (grid_to_block $0)) south 6) true)),wherever you see a color other than black make squares below that color the same color down to the border.
d23f8c26.json,(lambda (to_min_grid (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) (nth_primary_color (grid_to_block $0) 0)) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) false) (nth_primary_color (grid_to_block $1) 0)))) true false)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) false) (nth_primary_color (grid_to_block $1) 0)))) true true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) true) (nth_primary_color (grid_to_block $1) 0)))) true false)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) true) (nth_primary_color (grid_to_block $1) 0)))) true true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) (is_exterior $0 true)) (nth_primary_color (grid_to_block $1) 0)))) true false)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) (is_exterior $0 true)) (nth_primary_color (grid_to_block $1) 0)))) true true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) (is_interior $0 true)) (nth_primary_color (grid_to_block $1) 0)))) true false)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $1 false)) (is_interior $0 true)) (nth_primary_color (grid_to_block $1) 0)))) true true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) false) black) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) black) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) black) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (reflect (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) black) false) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (box_block (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) black)) false)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) (nth_primary_color (grid_to_block $0) 0)) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (remove_color (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) black) blue) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (fill_color (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) black) black) true)),"turn everything black, but keep the middle vertical line of colored squares."
d23f8c26.json,(lambda (to_min_grid (box_block (fill_color (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) (nth_primary_color (grid_to_block $0) 0))) false)),"turn everything black, but keep the middle vertical line of colored squares."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles $0)) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles $0)) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles (remove_color $0 grey))) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles (remove_color $0 grey))) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles (remove_color $0 yellow))) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles (remove_color $0 yellow))) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles (remove_color $0 grey))) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles (remove_color $0 yellow))) false) false))) true true)),"copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) green) (lambda (is_interior $0 true))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) true) green) (lambda (is_interior $0 true))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true true) false) green) (lambda (is_interior $0 true))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) green) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) green) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) green) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (reflect (grid_to_block $1) true) 1 east true)))))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d5d6de2d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) green) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (reflect (grid_to_block $1) true) 1 south true)))))) false)),"fill in the holes of the boxes with green, then black out the outlines of the boxes."
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) true)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (remove_black_b (grid_to_block $0)) true)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (remove_black_b (grid_to_block $0))) (lambda (is_interior $0 true))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (remove_black_b (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true)))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (remove_black_b (grid_to_block $0))) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (remove_black_b (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true)))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) true)) (lambda (is_interior $0 true))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (is_interior $0 true))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (merge_blocks (find_same_color_blocks $0 false false) false) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) (has_color (grid_to_block $0) teal)) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda 1) (has_color (remove_color (grid_to_block $0) blue) teal)) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) (has_color (remove_color (grid_to_block $0) blue) teal)) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda 1) (has_color (move (grid_to_block $0) 1 south false) teal)) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) (has_color (move (grid_to_block $0) 1 south false) teal)) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (box_block (remove_black_b (grow (grid_to_block $0) 1))) 2) false false) (lambda 1) true) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (box_block (remove_black_b (grow (grid_to_block $0) 1))) 2) false false) (lambda (get_num_tiles $0)) true) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda (get_num_tiles (remove_color (box_block (duplicate $0 north_east 3)) blue))) true) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles (remove_color (box_block (duplicate $0 north_east 3)) blue))) true) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 1 south false)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 1 south false)) (lambda (is_interior $0 true))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 3 south false)) (lambda (is_interior $0 true))) false)),zoom into the different colored center block from the input grid and make it the only colored block.
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 3 south false)) (lambda (is_interior $0 true))) true)),zoom into the different colored center block from the input grid and make it the only colored block.
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $0 $1 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $1 $0 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean true)) (lambda (lambda (color_logical $0 $1 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean true)) (lambda (lambda (color_logical $1 $0 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (is_tile (grid_to_block $0))) (lambda (lambda (color_logical $0 $1 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (is_tile (grid_to_block $0))) (lambda (lambda (color_logical $1 $0 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (is_tile (remove_black_b (grid_to_block $0)))) (lambda (lambda (color_logical $0 $1 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (is_tile (remove_black_b (grid_to_block $0)))) (lambda (lambda (color_logical $1 $0 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (is_tile (grow (grid_to_block $0) 1))) (lambda (lambda (color_logical $0 $1 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 (is_tile (grow (grid_to_block $0) 1))) (lambda (lambda (color_logical $1 $0 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
