,program,DSL,generation,frontierEntryRank,isHandWritten,nl_0,nl_1,nl_2,nl_3,nl_4,nl_5
9172f3a0.json,(lambda (to_min_grid (grow (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda true)) 2) false)),rich,3,5,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false false) false) 2) false)),rich,3,6,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (filter_block_tiles (grow (#(lambda (remove_black_b (grid_to_block $0))) $0) 2) (lambda true)) true)),rich,3,7,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (grow (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda true)) 2) true)),rich,3,8,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false false) true) 2) false)),rich,3,9,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (#(lambda (to_min_grid $0 true)) (grow (grid_to_block $0) 2))),trimmed,generation,entry,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (grow (grid_to_block $0))) $0 2))),trimmed,generation,entry,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (#(lambda (grow (grid_to_block $0))) $0 2) false)),trimmed,generation,entry,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (#(lambda (grow (grid_to_block $0))) $0 2) (negate_boolean false))),trimmed,generation,entry,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (#(lambda (grow (grid_to_block $0))) $0 2) (negate_boolean true))),trimmed,generation,entry,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
9172f3a0.json,(lambda (to_min_grid (box_block (#(lambda (grow (grid_to_block $0))) $0 2)) false)),trimmed,generation,entry,False,copy the same color s in the same position for every single grid in the input it should be changed to a 3 by 3 of color each in the output,each tile in the input grid is a 3 by 3 grid pattern on the output keep same color and pattern but increase to a 9 by 9 grid,make a 9 by 9 grid that will have 3 by 3 grid s filled with the color s from each box in the input grid,make the output 9 by 9 then fill in the color pattern so that 9 square s represent one on the input side,use the same color s in the same position,
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (remove_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 1)))) false)),rich,1,0,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0))) false)),rich,2,0,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0))) true)),rich,2,1,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (reflect (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) false))) false)),rich,2,2,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (lambda (to_min_grid (first_of_sorted_object_list $0 (lambda (get_num_tiles $0)) $1) true))) false (map_tiles (find_tiles_by_black_b $0) (lambda (grow (grid_to_block $1) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $1))))))),rich,2,3,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (filter_block_tiles (grow (grid_to_block $0) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0))) (lambda true)) false)),rich,2,4,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (filter_block_tiles (grid_to_block $0) (lambda true)) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0))) false)),rich,2,5,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) (lambda true)))) false)),rich,2,6,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (reflect (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) false))) true)),rich,2,7,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (reflect (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) true))) false)),rich,2,8,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (lambda (to_min_grid (first_of_sorted_object_list $0 (lambda (get_num_tiles $0)) $1) true))) true (map_tiles (find_tiles_by_black_b $0) (lambda (grow (grid_to_block $1) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $1))))))),rich,2,9,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (filter_block_tiles (grid_to_block $0) (lambda true)) (get_num_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0))) true)),rich,3,8,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) (lambda true)))) true)),rich,3,9,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (remove_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 2)))) false)),rich,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (remove_black_b (move (reflect (grid_to_block $0) false) 1 south false)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))))) false)),trimmed,4,0,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (remove_black_b (move (reflect (grid_to_block $0) false) 1 south true)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))))) true)),trimmed,5,0,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (remove_black_b (move (reflect (grid_to_block $0) false) 1 south false)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))))) true)),trimmed,5,2,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (fill_color (remove_black_b (move (reflect (grid_to_block $0) false) 1 south false)) blue) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))))) true)),trimmed,5,3,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (to_min_grid (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (fill_color (remove_black_b (move (reflect (grid_to_block $0) false) 1 south false)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))))) true)),trimmed,5,4,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $0)) (lambda (tile_overlaps_block $0 (box_block (#(lambda (remove_black_b (grid_to_block $0))) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (grow (grid_to_block $0) (get_num_tiles (filter_block_tiles (remove_color (box_block (#(lambda (remove_black_b (grid_to_block $0))) $0)) teal) (lambda (tile_overlaps_block $0 (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (grow (grid_to_block $0))) $0 (get_num_tiles (filter_block_tiles (#(lambda (remove_color (box_block $0) teal)) (#(lambda (remove_black_b (grid_to_block $0))) $0)) (lambda (tile_overlaps_block $0 (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (grow (grid_to_block $0))) $0 (get_num_tiles (filter_block_tiles (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $0)) (lambda (tile_overlaps_block $0 (box_block (#(lambda (remove_black_b (grid_to_block $0))) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (grow (grid_to_block $0))) $0 (get_num_tiles (filter_block_tiles (#(lambda (remove_color (box_block $0) teal)) (#(lambda (remove_black_b (move (grid_to_block $0) 3 east true))) $0)) (lambda (tile_overlaps_block $0 (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (grow (grid_to_block $0))) $0 (get_num_tiles (filter_block_tiles (#(lambda (remove_color (box_block $0) teal)) (merge_blocks (#(lambda (find_blocks_by_inferred_b $0 false false)) $0) true)) (lambda (tile_overlaps_block $0 (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
ac0a08a4.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (grow (grid_to_block $0))) $0 (get_num_tiles (filter_block_tiles (#(lambda (remove_color (box_block $0) teal)) (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) blue)) (lambda (tile_overlaps_block $0 (remove_black_b (#(lambda (move (grid_to_block $0) 1 south false)) $1))))))))),trimmed,generation,entry,False,fill each area of the output grid with the same color of the input grid,follow the instruction,make new fill square big by the number of original fill,make the new grid size in black then move the grid color s to the new grid in the same relative spot s the colored area s will be the number of colored square s squared,output grid successfully solved,zoom out and give each block it s on space
5117e062.json,(lambda (to_min_grid (fill_color (merge_blocks (filter_blocks (find_blocks_by_black_b $0 true false) (lambda (has_color $0 teal))) true) (nth_primary_color (merge_blocks (filter_blocks (find_blocks_by_black_b $0 true false) (lambda (has_color $0 teal))) true) 0)) false)),,,,True,copy the shape with the light blue dot but replace the light blue dot with the shape color,replace the light blue color with the color that surround it,,,,
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) false)),rich,0,0,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_snakewise (grid_to_block $0) (make_colorpair teal teal)) (lambda (is_exterior $0 true))) false)),rich,0,1,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_snakewise (move (grid_to_block $0) 1 south false) (make_colorpair teal teal)) (lambda (is_exterior $0 true))) false)),rich,0,2,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) true)),rich,1,0,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) true)),rich,1,1,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 false))) teal) true)),rich,1,2,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) false)),rich,1,3,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) true)),rich,1,4,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) false)),rich,1,6,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) true)),rich,1,7,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) true)),rich,1,8,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) false)),rich,1,9,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 false))) teal) false)),rich,3,0,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) false)),rich,3,8,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) true)),rich,3,9,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (fill_color (grid_to_block $0) teal)) (lambda (is_exterior $0 false))) false)),trimmed,1,4,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (fill_color (grid_to_block $0) teal)) (lambda (is_exterior $0 false))) true)),trimmed,1,5,False,create a light blue border around the grid so any square s that are touching the edge s are filled in with light blue the rest of the square s inside the light blue border remain black,create a light blue border around the grid so any tile s that are touching the edge s are filled in with light blue the rest of the tile s remain black,make a blue shape around the outside of the entire grid the center square s should be black but the blue shape should go all the way around the perimeter of the grid,use light blue color to draw the border of the grid with only one cell as width,you should create light blue border around the black grid,
